0.000000000000000000e+00,5.511811023622047168e-02,5.511811023622047168e-02,3.149606299212598381e-02,4.461942257217847707e-02,0.000000000000000000e+00,1.312335958005249326e-02,4.986876640419947437e-02,3.674540682414698806e-02,3.149606299212598381e-02,0.000000000000000000e+00,3.674540682414698806e-02,4.199475065616797842e-02,2.624671916010498651e-02,2.887139107611548516e-02,1.837270341207349403e-02,3.412073490813648247e-02,5.249343832020997302e-03,4.461942257217847707e-02,2.099737532808398921e-02,1.049868766404199460e-02,5.774278215223097033e-02,3.149606299212598381e-02,3.674540682414698806e-02,5.774278215223097033e-02,3.412073490813648247e-02,5.249343832020997302e-03,6.036745406824146898e-02,4.724409448818897572e-02,2.099737532808398921e-02,3.674540682414698806e-02,1.312335958005249326e-02,1.312335958005249326e-02
3.671328671328670523e-02,0.000000000000000000e+00,6.643356643356643221e-02,3.321678321678321610e-02,6.818181818181817677e-02,0.000000000000000000e+00,2.797202797202796853e-02,5.244755244755244100e-02,5.244755244755244100e-03,6.993006993006992134e-03,1.748251748251748033e-03,3.496503496503496067e-02,7.167832167832166590e-02,2.972027972027972004e-02,6.643356643356643221e-02,1.573426573426573230e-02,3.671328671328670523e-02,0.000000000000000000e+00,7.342657342657341046e-02,4.020979020979020824e-02,3.496503496503496067e-03,1.398601398601398427e-02,4.545454545454544887e-02,2.272727272727272443e-02,1.923076923076922837e-02,2.097902097902097640e-02,3.496503496503496067e-03,4.020979020979020824e-02,7.867132867132865803e-02,2.097902097902097640e-02,5.069930069930068950e-02,6.993006993006992134e-03,5.244755244755244100e-03
5.585106382978723832e-02,1.010638297872340496e-01,0.000000000000000000e+00,3.191489361702127409e-02,6.648936170212765839e-02,0.000000000000000000e+00,2.393617021276595730e-02,2.393617021276595730e-02,1.063829787234042701e-02,1.329787234042553376e-02,0.000000000000000000e+00,3.723404255319149453e-02,6.382978723404254817e-02,5.053191489361702482e-02,7.180851063829787884e-02,3.457446808510638431e-02,2.659574468085106752e-02,2.659574468085106752e-03,4.521276595744681132e-02,1.861702127659574726e-02,5.319148936170213504e-03,1.329787234042553376e-02,4.787234042553191460e-02,2.127659574468085402e-02,1.861702127659574726e-02,1.861702127659574726e-02,2.659574468085106752e-03,4.521276595744681132e-02,4.521276595744681132e-02,2.127659574468085402e-02,6.648936170212765839e-02,7.978723404255318521e-03,7.978723404255318521e-03
3.342618384401114390e-02,5.292479108635098073e-02,3.342618384401114390e-02,0.000000000000000000e+00,3.621169916434540531e-02,0.000000000000000000e+00,2.506963788300835619e-02,3.342618384401114390e-02,8.356545961002785974e-03,1.671309192200557195e-02,2.785515320334261847e-03,3.899721448467967366e-02,3.899721448467967366e-02,2.228412256267409478e-02,4.456824512534818955e-02,3.064066852367688248e-02,2.506963788300835619e-02,0.000000000000000000e+00,4.456824512534818955e-02,3.899721448467967366e-02,1.114206128133704739e-02,1.671309192200557195e-02,5.292479108635098073e-02,5.571030640668524214e-02,3.064066852367688248e-02,2.506963788300835619e-02,1.392757660167131054e-02,6.406685236768802638e-02,5.849582172701949662e-02,8.077994428969359486e-02,2.785515320334262107e-02,2.506963788300835619e-02,1.114206128133704739e-02
2.681388012618297206e-02,6.151419558359622758e-02,3.943217665615142420e-02,2.050473186119874253e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.365930599369085383e-02,6.624605678233438932e-02,1.735015772870662776e-02,6.309148264984228670e-03,1.577287066246057167e-03,5.362776025236594413e-02,7.886435331230284840e-02,2.050473186119874253e-02,5.678233438485805196e-02,2.839116719242902598e-02,4.731861198738170765e-02,1.577287066246057167e-03,6.309148264984228149e-02,3.943217665615142420e-02,0.000000000000000000e+00,1.419558359621451299e-02,6.624605678233438932e-02,4.258675078864354591e-02,1.892744479495268514e-02,1.892744479495268514e-02,4.731861198738171286e-03,2.839116719242902598e-02,5.520504731861199110e-02,3.470031545741325552e-02,2.996845425867508336e-02,2.365930599369085383e-02,9.463722397476342571e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e-01,0.000000000000000000e+00
1.587301587301587560e-02,5.079365079365079361e-02,2.857142857142857054e-02,2.857142857142857054e-02,4.761904761904761640e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.031746031746031828e-02,6.349206349206349201e-03,9.523809523809522934e-03,3.174603174603174600e-03,1.174603174603174593e-01,5.079365079365079361e-02,6.349206349206349201e-03,3.492063492063492147e-02,3.174603174603175121e-02,4.761904761904761640e-02,3.174603174603174600e-03,5.396825396825397081e-02,7.619047619047618347e-02,6.349206349206349201e-03,1.587301587301587560e-02,5.079365079365079361e-02,5.396825396825397081e-02,1.269841269841269840e-02,1.269841269841269840e-02,9.523809523809522934e-03,1.587301587301587560e-02,5.396825396825397081e-02,4.761904761904761640e-02,1.904761904761904587e-02,2.539682539682539680e-02,3.174603174603174600e-03
2.802359882005900013e-02,4.424778761061946841e-02,1.327433628318584226e-02,1.769911504424778736e-02,6.194690265486726272e-02,0.000000000000000000e+00,2.802359882005900013e-02,0.000000000000000000e+00,2.507374631268436890e-02,1.917404129793510645e-02,0.000000000000000000e+00,6.637168141592920956e-02,4.424778761061946841e-02,1.032448377581121103e-02,2.802359882005900013e-02,2.359882005899705329e-02,3.687315634218289728e-02,7.374631268436578936e-03,7.227138643067847201e-02,4.424778761061946841e-02,7.374631268436578936e-03,5.162241887905604648e-02,5.014749262536873781e-02,6.489675516224190088e-02,4.572271386430679097e-02,2.212389380530973421e-02,2.949852507374631661e-03,3.244837758112095044e-02,5.752212389380531588e-02,3.392330383480826606e-02,1.179941002949852664e-02,3.687315634218289728e-02,1.179941002949852664e-02
4.761904761904762334e-02,1.020408163265306041e-02,1.360544217687074953e-02,1.020408163265306041e-02,3.741496598639455773e-02,0.000000000000000000e+00,6.802721088435374763e-03,5.782312925170068202e-02,0.000000000000000000e+00,4.761904761904762334e-02,3.401360544217687382e-03,2.380952380952381167e-02,2.040816326530612082e-02,6.802721088435374763e-03,3.401360544217687382e-03,7.482993197278911546e-02,1.700680272108843691e-02,1.020408163265306041e-02,3.401360544217687382e-02,3.741496598639455773e-02,1.360544217687074953e-02,8.163265306122448328e-02,2.040816326530612082e-02,6.462585034013605678e-02,8.503401360544217413e-02,4.081632653061224164e-02,1.020408163265306041e-02,4.761904761904762334e-02,2.380952380952381167e-02,2.040816326530612082e-02,2.721088435374149905e-02,6.462585034013605678e-02,3.741496598639455773e-02
4.938271604938271331e-02,1.646090534979423661e-02,2.057613168724279837e-02,2.469135802469135665e-02,1.646090534979423661e-02,0.000000000000000000e+00,1.234567901234567833e-02,5.349794238683127506e-02,5.761316872427983682e-02,0.000000000000000000e+00,4.115226337448559153e-03,4.526748971193415155e-02,1.234567901234567833e-02,2.469135802469135665e-02,2.057613168724279837e-02,3.703703703703703498e-02,1.646090534979423661e-02,1.646090534979423661e-02,4.526748971193415155e-02,2.880658436213991841e-02,1.234567901234567833e-02,7.407407407407406996e-02,2.880658436213991841e-02,6.172839506172839164e-02,9.053497942386830311e-02,4.526748971193415155e-02,4.115226337448559153e-03,4.526748971193415155e-02,3.292181069958847323e-02,3.292181069958847323e-02,2.880658436213991841e-02,3.292181069958847323e-02,8.230452674897118306e-03
