0.000000000000000000e+00,1.315769204267905855e-02,1.373996795094170435e-02,1.319650247544881978e-02,1.299182222385690533e-02,1.353952699277541014e-02,1.292202315322944078e-02,1.289198984910145708e-02,1.274170391174531299e-02,1.327555634158292253e-02,1.329705135050155557e-02,1.296501317106671554e-02,1.326910783890732776e-02,1.333478703282538549e-02,1.330732118809601662e-02,1.303475253333607163e-02,1.319841314290825379e-02,1.319506947485424297e-02,1.313470432480773678e-02,1.329585718333941083e-02,1.328385580335983765e-02,1.390536010289899517e-02,1.353427265726196531e-02,1.309380409950421792e-02,1.339222647332463829e-02,1.354842353813340110e-02,1.321805719272556301e-02,1.329651397527859165e-02,1.335658058353456253e-02,1.350340343612047717e-02,1.137945772152666561e-02,1.359929505924084049e-02,1.281878740206187327e-02,1.517004283597027728e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02,1.499264930403341155e-02,1.387753600802098426e-02
1.323124807152124480e-02,0.000000000000000000e+00,1.408901020338256850e-02,1.367958279352939933e-02,1.357306802229028483e-02,1.286829328451986540e-02,1.312419292094664340e-02,1.370438020081336632e-02,1.334094507662488861e-02,1.358939948665163766e-02,1.338675723584441604e-02,1.349759504176742050e-02,1.367838195056165183e-02,1.353013788619334724e-02,1.366817478533581022e-02,1.338561643502505713e-02,1.301449591584300132e-02,1.320843205513406310e-02,1.344577866770915731e-02,1.344403744540592291e-02,1.322638465750187141e-02,1.379882650022662763e-02,1.334760975509587978e-02,1.322038044266313564e-02,1.369327240336170974e-02,1.334670912287007176e-02,1.346985556921247509e-02,1.356382153143863636e-02,1.374622957823933012e-02,1.324926071603743649e-02,1.150767815991469468e-02,1.322122103274056028e-02,1.335661607735397736e-02,1.348522635919962610e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02,1.404920225900177164e-02,1.456862688470052410e-02
1.397206861333785688e-02,1.424735937326482293e-02,0.000000000000000000e+00,1.367145887527027384e-02,1.366034766903590283e-02,1.311765935579654874e-02,1.329944597582772073e-02,1.384128425143166079e-02,1.316623293496319534e-02,1.411329629476487831e-02,1.349483319802555724e-02,1.365178657570778435e-02,1.366726940406715052e-02,1.365099725504632239e-02,1.384857028830665908e-02,1.356732926493177914e-02,1.313781739115070513e-02,1.322943930485379581e-02,1.346708554092661096e-02,1.398299766865035258e-02,1.368682026968172545e-02,1.396508616133265018e-02,1.402258513567116588e-02,1.355518587014011185e-02,1.382895870571812340e-02,1.337983524934852064e-02,1.416703081671798203e-02,1.361347416514008778e-02,1.384650591119207692e-02,1.367510189370777125e-02,1.190271270689080910e-02,1.372027532233275129e-02,1.342397648941621134e-02,1.425871344739502652e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02,1.422210111209816497e-02,1.399732687450451138e-02
1.362324457784806070e-02,1.404343885467503397e-02,1.387910880597022223e-02,0.000000000000000000e+00,1.389088188897945331e-02,1.356838570937570973e-02,1.418292831462214174e-02,1.409558559931279459e-02,1.331936343001807917e-02,1.393772766430415727e-02,1.357270045183982948e-02,1.424974518363790292e-02,1.442831388247430534e-02,1.445771577040835809e-02,1.407296402096520731e-02,1.384890560872139784e-02,1.358478173073935855e-02,1.483488590095027697e-02,1.401083172948191895e-02,1.411561833218191384e-02,1.401465335852156505e-02,1.393772766430415727e-02,1.389729236349757265e-02,1.446357149232394869e-02,1.393883716950921649e-02,1.368543850850940935e-02,1.449926057642000887e-02,1.425695696747078522e-02,1.410211935218703104e-02,1.432278760963760257e-02,1.203880950584610386e-02,1.354545593513782967e-02,1.421609019241778724e-02,1.392878998348563019e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02,1.389858678623680580e-02,1.376809664628628888e-02
1.353744058456100505e-02,1.406447175903669487e-02,1.399758963029612557e-02,1.402085838950447097e-02,0.000000000000000000e+00,1.445070827552177167e-02,1.434052385691754125e-02,1.425460365246104984e-02,1.445419236780965365e-02,1.359971873420687434e-02,1.458913872803132422e-02,1.419562294730192416e-02,1.434550113161451104e-02,1.396001120633398249e-02,1.380011625669373514e-02,1.436136619471111223e-02,1.391235380111047019e-02,1.460475492739307657e-02,1.429336417916372837e-02,1.386195889480362244e-02,1.413309593392120429e-02,1.386401202061612360e-02,1.423830307782846492e-02,1.401513452360295467e-02,1.390414129786046379e-02,1.421043033952541779e-02,1.404462487618251924e-02,1.357725878213678940e-02,1.374144663120317050e-02,1.392672568179797836e-02,1.181125950371718358e-02,1.393773790206502897e-02,1.388112140238696723e-02,1.375513413661984610e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02,1.372296849889066001e-02,1.387894384470703818e-02
1.397328855853618296e-02,1.320672063165197370e-02,1.331301722923037070e-02,1.356443179045927275e-02,1.431257497376322782e-02,0.000000000000000000e+00,1.373031610389755831e-02,1.434960932457169866e-02,1.358291815525551789e-02,1.326846509007142440e-02,1.764911733462113871e-02,1.508154612807094917e-02,1.360004885330003480e-02,1.324788360393160461e-02,1.418655958706883588e-02,1.456928895956705571e-02,1.451949901704917452e-02,1.560723672166011017e-02,1.437376484123879285e-02,1.420615513375285237e-02,1.689376446904664736e-02,1.441905643498958382e-02,1.435829791602593296e-02,1.537098097956412536e-02,1.518944487726502091e-02,1.521742090932333771e-02,1.321996919308928049e-02,1.372168913365931497e-02,1.389749446287158463e-02,1.419044172367605119e-02,1.106877254296646969e-02,1.458857640017113648e-02,1.354039951622415701e-02,1.350459758973543596e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02,1.312353199006887836e-02,1.405647720011927483e-02
1.363884865200577085e-02,1.377522516461760459e-02,1.380402556492426290e-02,1.450078098240875288e-02,1.452598921024828016e-02,1.404211727686857994e-02,0.000000000000000000e+00,1.432337807898808983e-02,1.449252528779131077e-02,1.393120107437467205e-02,1.446662383368619610e-02,1.430560627836122492e-02,1.417710733694924237e-02,1.434411184638609803e-02,1.378644282600619345e-02,1.440322514066978872e-02,1.398955812182317397e-02,1.488457625126553448e-02,1.427529338438419428e-02,1.428606990178559084e-02,1.409007593033328141e-02,1.354204905710199372e-02,1.426628144293156514e-02,1.438526427833412835e-02,1.404388185281734910e-02,1.397317277372747864e-02,1.428594386064639676e-02,1.370243640673097368e-02,1.411175500627527384e-02,1.443095419129326873e-02,1.219473229964894087e-02,1.459770661845173102e-02,1.417975420087239265e-02,1.348942688148698117e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02,1.352761734666386474e-02,1.388645646995951242e-02
1.335968111894723399e-02,1.412259293741654348e-02,1.410514434594790055e-02,1.414938456899782204e-02,1.417636182389260362e-02,1.440857658907632351e-02,1.406288410490860209e-02,0.000000000000000000e+00,1.408187955732304562e-02,1.370803420394173418e-02,1.456369580472129978e-02,1.458442374139504345e-02,1.415817073916997987e-02,1.358440907715327550e-02,1.383852739332955099e-02,1.431892052865767206e-02,1.380561019240288990e-02,1.415959385124011642e-02,1.418923170696167156e-02,1.470569763954588348e-02,1.453529543775638685e-02,1.391840729257074437e-02,1.421144463014338034e-02,1.409276945838148706e-02,1.426026356159287856e-02,1.400199965808185572e-02,1.428272398252591197e-02,1.421818894386707444e-02,1.442905702799873909e-02,1.424281497012423563e-02,1.178726603032107141e-02,1.420284408328472379e-02,1.417091687336338376e-02,1.306955187995269795e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02,1.315184488226934026e-02,1.433042917409443201e-02
1.348153829242313730e-02,1.403710156939992799e-02,1.369930342953241606e-02,1.365129022842912279e-02,1.467706699989513447e-02,1.392547087683477028e-02,1.452809972594570551e-02,1.437793212196869508e-02,0.000000000000000000e+00,1.399907006010494767e-02,1.386766550971699208e-02,1.448255036016218508e-02,1.445456371794013803e-02,1.378320018093395945e-02,1.375628751821027056e-02,1.466935961761275942e-02,1.428999215363213789e-02,1.425050761325114164e-02,1.416913787243398275e-02,1.399818560640041232e-02,1.415561836580752839e-02,1.411682875333723428e-02,1.412718949673320845e-02,1.411171155690385884e-02,1.400545076183051796e-02,1.430926060933806511e-02,1.434666036598694280e-02,1.349145680896684553e-02,1.375009634227852828e-02,1.401675913419563393e-02,1.215593171511998929e-02,1.484820879172252597e-02,1.424583264367002867e-02,1.323231187353828692e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02,1.338443791071818913e-02,1.413420195110487443e-02
1.381462198890916031e-02,1.406259426721147114e-02,1.444241249253395629e-02,1.404935996621462999e-02,1.358156159905398765e-02,1.337863565043575717e-02,1.373496765145399388e-02,1.376528849129651962e-02,1.376808447038035781e-02,0.000000000000000000e+00,1.417909339570479210e-02,1.366196153093151427e-02,1.359175138949287286e-02,1.445757291245522436e-02,1.392124199130624282e-02,1.439338965926396756e-02,1.338298495123284304e-02,1.359647348750113102e-02,1.355732978032737727e-02,1.405054049071669496e-02,1.361660453690478022e-02,1.402960171402216349e-02,1.383798394747635246e-02,1.408887647059956470e-02,1.417169958434974682e-02,1.372185761619421074e-02,1.387041730484889039e-02,1.388762810943163818e-02,1.398020608354099380e-02,1.396877363573151808e-02,1.233399573184472929e-02,1.403084437139276094e-02,1.371856457416213183e-02,1.334104526497524416e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02,1.353229023430987943e-02,1.434492602181075029e-02
