0.000000000000000000e+00,8.270676691729322849e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.759398496240601295e-01,8.270676691729322849e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.759398496240601295e-01,0.000000000000000000e+00,8.270676691729322849e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.270676691729322849e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.270676691729322849e-02,3.759398496240601295e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.270676691729322849e-02,0.000000000000000000e+00,3.759398496240601295e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.772908366533865465e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.984063745019920666e-01,6.772908366533865465e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.984063745019920666e-01,6.772908366533865465e-02
0.000000000000000000e+00,0.000000000000000000e+00,6.772908366533865465e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.772908366533865465e-02,3.984063745019920666e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.772908366533865465e-02,3.984063745019920666e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.534653465346534906e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.465346534653465094e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.759398496240601295e-01,8.270676691729322849e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.270676691729322849e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.759398496240601295e-01,0.000000000000000000e+00,8.270676691729322849e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.270676691729322849e-02,3.759398496240601295e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.270676691729322849e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.270676691729322849e-02,0.000000000000000000e+00,3.759398496240601295e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.534653465346534906e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.465346534653465094e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.984063745019920666e-01,6.772908366533865465e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.772908366533865465e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.984063745019920666e-01,6.772908366533865465e-02
0.000000000000000000e+00,0.000000000000000000e+00,6.772908366533865465e-02,3.984063745019920666e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.772908366533865465e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.772908366533865465e-02,3.984063745019920666e-01
3.759398496240601295e-01,8.270676691729322849e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.759398496240601295e-01,8.270676691729322849e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.270676691729322849e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.270676691729322849e-02,3.759398496240601295e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.270676691729322849e-02,3.759398496240601295e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.270676691729322849e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.984063745019920666e-01,6.772908366533865465e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.984063745019920666e-01,6.772908366533865465e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.772908366533865465e-02
0.000000000000000000e+00,0.000000000000000000e+00,6.772908366533865465e-02,3.984063745019920666e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.772908366533865465e-02,3.984063745019920666e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.772908366533865465e-02,0.000000000000000000e+00
